Sender,Message Content,Category
MOI-MOROOR,"تم قيد مخالفة:
مخالفة تنظيمات السير على الطرق
رقم المخالفة:
3107114866
رقم الهوية:
6903***
التاريخ:
2024-12-25
الوقت:
01:58
المدينة:
الرياض
السيارة:
أ م و 2928
القيمة:
113 ريال
ويمكنكم الاعتراض خلال مدة أقصاها (30) يوماً من خلال منصة أبشر.
نأمل المبادرة بالسداد للاستفادة من تخفيض قيمة المخالفة بنسبة 25%
للاطلاع على تفاصيل المخالفة وسدادها يرجى زيارة منصة إيفاء: Efaa.sa ، كما يمكنك السداد من خلال القنوات الرسمية المعتمدة",Governmental
SNB-AlAhli,"حوالة واردة محلية
إلى:608*431
مبلغ:18 SAR
من:MOHAMMED AL AQIL
عبر:ARAB NATIONAL BANK
في:25/12/24 02:30",Financial
STCPAY,"شراء ***1350
عبر:*1350
بـ:2.1 SAR
من:DAWAA AL SLAAMA PHARMACIE
في: 25/12/24 03:20",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 9519
‬‪تحويل داخل البنك
مبلغ ‬‪SAR ‬‪18",Financial
SNB-AlAhli,"حوالة صادرة داخلية
مبلغ:18 SAR
إلى:شاكر آل عباس
إلى:808*432
في:25/12/24 03:21",Financial
stc-ad,"خصم أيهيرب وصل ! 🚨💚
مع عروض شركاء stc تسوق بخصم حصري 25% على أول طلب لك من  أيهيرب ⚡️🤩

استخدم رمز “stc25” بموقع أو تطبيق أيهيرب عند الدفع 💳 عبر 📱: 
bit.ly/4g9s26A

*العرض لفترة محدودة.

يومك سعيد
stc",Telecommunications
900,"صباح الخير عبدالله 

نود فقط تنبيهك بقرب فصل خاصية الارسال والإنترنت للرقم 0583778796لعدم سداد الفاتورة الصادرة بتاريخ 03-12-2024.

آخر موعد للسداد قبل فصل الارسال هو 30-12-2024

المبلغ الإجمالي 138 ريال.
(رقم الحساب: 5217199419)

علما بانه في حال تم الفصل فقد تستغرق الاعاده بعد السداد 24 ساعه.

سدّد فاتورتك قبل فصل الخدمة للحصول على نقاط قطاف

يمكنك الإطلاع على تفاصيل الفاتورة عن طريق بوابة mystc عبر الرابط التالي:
https://my.stc/all-bills?data=cD0wNTgzNzc4Nzk2
أو بالرد على هذه الرسالة بـ: 1112",Telecommunications
Qitaf-AD,"ياهلا،

مع شريك قطاف ""مغربي للبصريات "" يمكنك كسب نقطة قطاف واحدة مقابل كل 15 ريال تنفقها، كما يمكنك الدفع بنقاطك في قطاف! 

للمزيد عن شركاء قطاف، تفضل بزيارة:
http://stc.sa/qitafpartnersar

يومك سعيد
stc",Promotional
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:1000 SAR
مرسل:عامر ال عقيل
من:0102*
إلى:2608*
في:26/12/24 07:10",Financial
Ejaada-Dc,اشارة الى رسالتنا السابقة ونظرا لعدم سدادك الفواتير المستحقة لشركة الاتصالات السعودية للحساب: 5148094502 بمبلغ : 1386.71  سيتم تحويل معاملتك لاتخاذ الاجراءات النظامية بادر بالسداد بمدة اقصاها نهاية الشهر الحالي  للتواصل :  0567128263 او  012816765,Commercial
Ejaada-Dc,اشارة الى رسالتنا السابقة ونظرا لعدم سدادك الفواتير المستحقة لشركة الاتصالات السعودية للحساب: 5178596103 بمبلغ : 1133.43  سيتم تحويل معاملتك لاتخاذ الاجراءات النظامية بادر بالسداد بمدة اقصاها نهاية الشهر الحالي  للتواصل :  0567128263 او  012816765,Commercial
stc-ad,"عندك خبر؟ 

ترينديول وstc جايبين لك خصومات تصل لـ 50%! 😎🧡
استخدم كود ""stc"" عند الدفع 🛒

تسوق عبر: 📲 https://ty.gl/stc_trendyol

*الخصم حتى 31 ديسمبر 2024
*تطبق الشروط والأحكام

يومك سعيد
 stc",Promotional
SNB-AlAhli,"لا تشارك رمز التفعيل 8333
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪1000.15",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:1000 SAR
في:26/12/24 18:15",Financial
Qitaf-AD,"يا هلا،

حمل تطبيق جاهز الان وضاعف نقاطك! 🍔✨
اختر ""قطاف"" عند الدفع لتكسب نقطة مقابل كل 12 ريال، وحوّل نقاطك لرصيد في جاهز بكل سهولة.
كما يمكنك بنقاطك تسديد فواتيرك أو استخدامها لدى أحد شركاء قطاف 

للمزيد: https://jahez.link/8TkUdMtC3Cb

يومك سعيد
stc",Promotional
stc tv-AD,"رجعنا لك مع مسابقة stc tv 🎬
وجوائز بقيمة 100,000 ريال 😍 💵 
 
كل اللي عليك تستمتع بمشاهدة محتواك المفضل مجاناً وبتدخل بالسحب تلقائيًا على 10 آلاف ريال لعشرة فائزين 💰: 
https://watch.stctv.com/sms/saurf1024

*المسابقة للعملاء الحاليين والجدد.
*تطبق الشروط والأحكام.

يومك سعيد
stc",Promotional
Hunger-S,"<#> نورتنا!
رمز التفعيل: 883501
كود التفعيل خاص فيك لا تشاركه مع أحد، حتى لو ادعى انه من موظفين هنقرستيشن!
هنقرستيشن 😎
 DzNu/dzS8GP",Services
AlRajhiBank,"رمز مؤقت:0674
لـ :إضافة مستفيد - التطبيق",Financial
AlRajhiBank,تمت اضافة المستفيد: شاكر مانع بن مهدي آل عباس,Financial
AlRajhiBank,تم تنشيط المستفيد:شاكر مانع بن مهدي آل عباس,Financial
AlRajhiBank,"رمز مؤقت:0207
لـ :تحويل داخلي - التطبيق
المبلغ:SAR 100.00",Financial
AlRajhiBank,"رمز مؤقت:5547
لـ :تحويل داخلي - التطبيق
المبلغ:SAR 100.00",Financial
900,"Hi Abdallah

Note: Please Do NOT give your verification code to anyone, stc employees will never ask you for verification code.
تنويه: الرجاء عدم مشاركة رمز التحقق مع أي شخص، موظف stc لن يطلب منك رمز التحقق.
 
Your verification code to login to mystc Android App is: 323764",Telecommunications
900,"Hello Abdallah

You have successfully logged-in with your number 0583778796 in mystc Android App at 29/12/2024 03:05:23 ..



If you didn’t request log-in, please logout of this device via the following link:

https://www.stc.com.sa/content/stc/sa/ar/content-page/logout-page.html?data=ndJwGYiNfU2d8Qliw0bkAU2KMe5XNUBLwTy3MG8KsTE%3D",Telecommunications
AlRajhiBank,"كلمة مرور لمرة واحدة
رمز: 0425
لـ :سداد الفواتير -تطبيق المباشر",Financial
900,"صباح الخير عبدالله

نشكرك على سدادك مبلغ 138 ريال   
على الحساب رقم: 5217199419
لرقم الجوال:
0583778796
بتاريخ: 2024-12-29 03:06:12

  
متمنين أن تحوز خدماتنا دومًا على رضاك.

خاصية تقسيط الأجهزة متاحة مع باقات بيتي و مفوتر.
 تقدر تعرف التفاصيل بإرسال 777 إلى 900",Telecommunications
AlRajhiBank,"ننصح بعدم مشاركة الرمز لحمايتك من الاحتيال
الرمز:080717
بطاقة:*6024
مبلغ:SAR 29.80
لدى:hungerstation
في:24-12-29 03:09",Financial
AlRajhiBank,"ننصح بعدم مشاركة الرمز لحمايتك من الاحتيال
الرمز:539855
بطاقة:*6024
مبلغ:SAR 29.80
لدى:hungerstation
في:24-12-29 03:10",Financial
SADA-AD,"ياهلا،

مع خدمة صدى، سمّع متصليك أجمل الأدعية

للحصول على دعاء الهنا استودعناك بلادنا بلاد الحرمين الشريفين أرسل 11535200  للرقم 1616

رسوم خدمة صدى: 5.75 ريال شهريًا (أسبوع مجاني للمشتركين الجدد) 
رسوم النغمة: 5.75 ريال شهريًا 

الأسعار شاملة ضريبة القيمة المضافة

للمزيد عن صدى ونغماتها الرجاء زيارة mystc:
https://my.stc/sada

يومك سعيد
stc",Promotional
stc-ad,"ياهلا،
تحتاج فايبر؟               
 1- قم بزيارة تطبيق mystc عن طريق الرابط التالي: 
https://my.stc/new-baity
2- قم باختيار موقع منزلك في الخريطة للتأكد من تغطية شبكة الفايبر في منزلك.
4-	في حال وجود تغطية فايبر، قم باختيار احدى باقات بيتي حسب رغبتك واحتياجك. 

او اتصل على 900

يومك سعيد
stc",Promotional
stc-ad,"خصم أيهيرب وصل ! 🚨💚
مع عروض شركاء stc تسوق بخصم حصري 25% على أول طلب لك من  أيهيرب ⚡️🤩

استخدم رمز “stc25” بموقع أو تطبيق أيهيرب عند الدفع 💳 عبر 📱: 
bit.ly/4g9s26A

*العرض لفترة محدودة.

يومك سعيد
stc",Promotional
AlRajhiB-AD,"اهلا مانع،
لديك 25 نقطة مكافأة ستنتهي في 05-JAN-2025
استبدلها الان للاستمتاع بعالم من المكافآت",Promotional
D360 Bank,"انتهى وقت الانتظار ووصل دورك! حمّل تطبيق D360 وافتح حسابك في دقيقتين بس، وبمناسبة إطلاقنا رسمياً يمكنك الاستمتاع بتجربة بنكية معفية من الرسوم!
The wait is over—it’s your turn! Download the D360 app and open your account in just two minutes.As we celebrate our launch, enjoy a fee-free banking experience!
https://www.d360.com/app",Financial
AlRajhiBank,"رمز مؤقت:4687
لـ :تحويل محلي - التطبيق
المبلغ:SAR 500.00",Financial
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:500 SAR
مرسل:ناصر ال عقيل
من:2900*
إلى:2608*
في:29/12/24 23:11",Financial
AlRajhiBank,"ننصح بعدم مشاركة الرمز لحمايتك من الاحتيال
الرمز:528207
بطاقة:*6024
مبلغ:SAR 51.00
لدى:hungerstation
في:24-12-30 04:59",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 0488
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪499.58",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:499.50 SAR
في:30/12/24 05:02",Financial
NELC,بادر الآن بالانضمام لـ (المؤشر الوطني للتعليم الرقمي 2024)، قبل إغلاق التسجيل في 27 فبراير 2025 حيث يسهم في قياس أداء جهتك، ومساعدتها على اتخاذ قرارات التحسين والتطوير، سجّل الآن: https://nelc.gov.sa/national-indicator,Education
stc-ad,"استمتع بإنترنت منزلي لامحدود مع راوتر مجاني وشاهد العديد من الأفلام والمسلسلات الحصرية باشتراك مجاني على stc tv مع باقة بيتي 5G بيسك بسعر  299 ريال شهرياً!

للاشتراك عبر mystc: 
https://my.stc/Baity5GBasic 

*السعر شامل ضريبة القيمة المضافة.

يومك سعيد
stc",Promotional
